date_raw,date,Ash Plantain  1kg,Ash Pumpkin  1kg,Bandakka  1kg,Brinjal  1kg,Bitter Guard  1kg,Cucumber  1kg,Red Pumpkin  1kg,Snake Gourd  1kg,Gotukola  Bunch,Kankun  Bunch,Kathurumurunga  Bunch,Kohila Leaves  Bunch,Kohila Yams  1kg,Vetakolu  1kg,Green Chillies  1kg,Cap Chillies  1kg,Leeks  1kg,Limes  1kg,Local Potatoes 1Kg,Imported Potatoes  1Kg,Mukunuwenna  Bunch,Nivithi  500g,Sarana  Bunch,Thampala  Bunch,Beans Butter  1kg,Beans Green  1kg,Long Beans  1kg,Beet Root  1kg,Cabbagge Seed  1kg,Carrot  1kg,Drumstick  1kg,KnolKhol  1kg,Raddish  1kg,Tomatoe No1.  1kg,year,month,week_of_year
W2.Sep.2022,2022-09-08,259.87,227.5,302.96,415.38,484.76,234.4,268.15,427.52,61.43,72.5,73.13,71.67,254.17,390.9,529.6,853.33,380.0,494.62,468.63,293.75,70.0,127.22,77.86,85.0,773.33,594.07,420.91,322.07,536.15,467.41,785.79,378.11,273.2,350.0,2022.0,9.0,36
W3.Sep.2022,2022-09-15,258.31,215.0,299.13,432.08,484.74,237.08,265.91,404.05,61.43,72.5,73.13,71.67,255.65,404.5,519.13,897.27,375.91,541.67,460.91,293.53,71.54,127.22,79.44,85.0,642.0,524.17,400.9,340.83,549.05,469.17,684.55,355.0,278.38,305.22,2022.0,9.0,37
W4.Sep.2022,2022-09-22,264.73,228.75,290.91,467.27,540.0,240.0,268.33,437.21,61.43,72.5,73.13,71.67,252.73,382.0,525.0,832.11,354.17,651.3,436.25,255.24,71.54,127.22,79.44,85.0,697.33,492.38,406.64,364.35,519.05,460.87,616.89,407.11,280.7,310.43,2022.0,9.0,38
W1.Oct.2022,2022-10-01,271.65,258.57,295.83,486.25,565.0,231.25,283.04,440.61,61.43,72.5,73.13,71.67,253.33,412.29,533.64,829.09,395.83,717.27,431.54,217.5,71.54,127.22,79.44,85.0,671.25,477.5,383.83,388.7,497.92,494.58,654.0,417.74,312.0,336.96,2022.0,10.0,39
W2.Oct.2022,2022-10-08,281.52,203.75,275.56,451.4,535.22,208.54,286.46,418.42,61.43,72.5,73.13,71.67,235.45,381.24,524.27,834.59,370.92,752.04,423.7,208.0,71.54,127.22,79.44,85.0,675.25,472.12,344.69,415.83,449.63,453.63,627.77,393.2,260.42,355.67,2022.0,10.0,40
W3.Oct.2022,2022-10-15,287.17,205.0,280.43,415.2,557.39,189.17,303.2,421.24,61.43,72.5,73.13,71.67,242.73,351.08,525.0,829.09,372.5,822.08,402.33,210.0,71.54,127.22,79.44,85.0,631.0,465.0,372.15,385.6,430.0,433.6,621.3,409.41,285.21,392.92,2022.0,10.0,41
W4.Oct.2022,2022-10-22,290.54,253.0,308.8,410.8,536.36,184.4,301.6,429.68,61.43,72.5,73.13,71.67,261.74,344.78,495.83,865.42,371.2,790.0,404.72,221.58,71.54,127.22,79.44,98.75,522.5,470.4,352.13,375.2,404.8,456.0,532.72,383.24,275.61,423.33,2022.0,10.0,42
W1.Nov.2022,2022-11-01,290.0,238.75,300.77,431.54,542.73,168.89,275.2,431.71,61.43,72.5,73.13,71.67,250.0,355.82,467.08,919.52,378.52,779.23,417.11,235.0,71.54,127.22,87.0,98.75,536.25,507.31,355.25,382.31,386.43,460.38,507.92,400.5,279.04,465.0,2022.0,11.0,44
W2.Nov.2022,2022-11-08,273.91,245.83,293.48,433.68,567.06,175.24,262.61,435.67,61.43,72.5,73.13,71.67,254.12,331.7,466.52,977.14,376.0,750.48,423.42,228.44,71.54,127.22,87.0,98.75,457.5,499.0,377.84,400.0,384.55,465.45,481.67,399.18,283.7,502.0,2022.0,11.0,45
W3.Nov.2022,2022-11-15,293.04,240.28,314.78,517.39,574.0,177.08,252.08,454.21,65.0,72.5,73.13,76.25,254.29,374.6,472.86,1010.0,423.18,772.63,458.13,228.82,73.33,127.22,87.0,98.75,603.5,540.87,405.2,425.42,373.33,530.0,515.83,423.39,309.71,504.76,2022.0,11.0,46
W4.Nov.2022,2022-11-22,297.67,264.29,328.33,539.13,604.0,175.83,252.08,458.42,65.0,72.5,73.13,76.25,253.04,415.63,402.17,988.57,455.0,631.43,472.14,233.33,73.33,127.22,87.0,98.75,619.27,555.0,450.5,419.58,384.0,507.6,704.23,412.8,314.87,427.73,2022.0,11.0,47
W1.Dec.2022,2022-12-01,318.29,269.9,297.0,411.74,546.67,160.83,213.75,420.81,65.0,72.5,73.13,76.25,261.0,356.45,441.36,1006.67,488.33,461.0,469.29,201.39,73.33,127.22,87.0,98.75,570.0,412.73,408.29,499.57,375.83,472.0,673.25,438.29,286.29,279.0,2022.0,12.0,48
W2.Dec.2022,2022-12-08,299.2,276.67,312.8,379.17,532.63,171.11,221.85,414.73,65.0,74.0,76.25,78.75,266.36,429.88,429.23,927.89,492.8,445.65,475.0,227.71,74.0,127.22,87.0,98.75,817.5,579.09,441.25,466.92,331.11,453.52,866.52,470.4,270.56,285.19,2022.0,12.0,49
W3.Dec.2022,2022-12-15,318.95,276.67,291.85,348.75,507.5,175.78,210.83,417.08,65.0,74.0,76.25,78.75,242.0,409.47,608.18,913.33,486.4,412.73,491.0,211.67,74.0,127.22,87.0,98.75,0.0,604.0,424.23,504.58,324.62,415.56,0.0,443.08,239.22,262.5,2022.0,12.0,50
W4.Dec.2022,2022-12-22,321.22,274.44,310.36,395.17,500.0,167.59,236.67,419.55,65.0,74.0,76.25,78.75,274.38,407.0,560.0,935.54,506.9,446.67,477.14,198.26,74.0,127.22,87.0,98.75,0.0,604.83,437.05,522.86,285.52,415.19,662.17,447.38,243.79,323.21,2022.0,12.0,51
W1.Jan.2023,2023-01-01,333.39,267.5,312.86,489.55,520.0,193.6,240.34,422.83,65.0,74.0,76.25,84.17,270.0,438.48,565.0,976.92,466.15,372.96,465.83,184.0,74.0,133.4,87.0,98.75,,663.33,436.43,573.64,292.0,401.36,866.5,467.76,235.28,264.76,2023.0,1.0,52
W2.Jan.2023,2023-01-08,325.08,255.0,306.4,448.21,464.74,197.04,236.55,406.92,65.0,74.0,76.25,84.17,243.33,423.15,533.1,931.2,415.52,359.64,436.36,172.5,74.0,133.4,87.0,98.75,,611.72,413.56,517.78,237.69,300.0,896.67,415.37,213.67,220.69,2023.0,1.0,1
W3.Jan.2023,2023-01-15,334.62,230.55,330.0,443.57,461.85,221.25,241.07,389.2,65.0,74.0,76.25,84.17,241.74,410.48,593.93,935.6,414.62,377.04,453.64,174.57,74.0,133.4,87.0,98.75,,506.67,386.32,532.59,236.3,320.71,1072.5,429.64,216.3,299.26,2023.0,1.0,2
W4.Jan.2023,2023-01-22,328.83,236.46,328.57,369.47,445.29,229.31,230.71,349.42,65.0,74.0,76.25,84.17,247.27,420.13,572.69,916.92,374.29,340.0,440.91,163.2,74.0,133.4,87.0,98.75,563.0,510.37,374.38,417.78,211.11,292.41,1163.33,456.89,211.93,268.85,2023.0,1.0,3
W1.Feb.2023,2023-02-01,329.93,248.08,333.6,283.33,451.6,230.33,220.77,329.4,65.0,74.0,81.11,88.57,231.67,418.33,519.31,928.89,325.19,316.21,404.23,147.73,74.0,133.4,87.0,100.0,,538.0,338.48,340.0,193.79,260.0,1296.67,346.96,193.79,302.86,2023.0,2.0,5
W2.Feb.2023,2023-02-08,337.27,250.0,344.14,237.86,432.4,226.21,208.0,331.43,65.0,74.0,81.11,88.57,205.45,407.0,531.43,860.0,357.93,336.67,397.73,152.4,74.0,133.4,87.0,100.0,,511.03,301.36,309.29,190.34,269.23,1600.0,342.5,196.67,396.3,2023.0,2.0,6
W3.Feb.2023,2023-02-15,338.46,227.91,349.63,272.86,470.0,267.31,191.54,331.08,65.0,74.0,81.11,88.57,224.0,420.16,511.79,784.8,344.44,337.6,402.73,197.71,74.0,133.4,87.0,100.0,800.0,538.15,335.93,299.64,184.83,262.69,1600.0,343.58,200.0,321.92,2023.0,2.0,7
W4.Feb.2023,2023-02-22,332.5,245.0,336.92,290.77,476.09,244.29,182.86,313.31,65.0,74.0,81.11,88.57,244.65,410.17,565.77,769.6,334.48,336.0,364.09,187.27,74.0,133.4,92.0,100.0,800.0,482.86,309.92,314.14,177.93,254.83,1320.0,326.32,199.31,290.4,2023.0,2.0,8
W1.Mar.2023,2023-03-01,328.8,224.0,331.72,321.38,487.04,200.37,173.33,318.44,65.0,74.0,81.11,88.57,227.86,386.58,600.36,646.52,326.77,357.86,314.62,158.41,74.0,133.4,92.0,100.0,600.0,434.29,303.92,313.38,193.57,243.57,1402.0,300.57,197.78,265.93,2023.0,3.0,9
W2.Mar.2023,2023-03-08,306.62,233.33,312.14,308.46,440.38,188.0,164.8,315.31,65.0,74.0,81.11,88.57,240.95,372.92,571.48,636.15,297.14,332.0,305.45,154.78,74.0,133.4,92.0,100.0,508.0,386.96,276.66,292.22,177.14,223.08,1416.0,288.92,191.58,322.14,2023.0,3.0,10
W3.Mar.2023,2023-03-15,308.14,208.0,282.96,274.29,411.85,172.14,164.83,300.85,65.0,72.0,78.89,83.33,236.78,342.96,540.34,534.71,295.17,392.0,309.0,163.6,73.0,94.58,88.33,95.0,,272.67,257.33,259.31,174.46,214.93,1053.33,268.41,193.24,319.64,2023.0,3.0,11
W4.Mar.2023,2023-03-22,297.04,225.0,273.57,266.62,393.1,157.93,152.0,288.83,65.0,72.0,78.89,83.33,212.38,319.26,525.0,535.71,320.0,422.96,310.0,164.6,73.0,94.58,88.33,95.0,467.0,270.0,259.54,252.14,188.57,213.57,920.0,258.4,186.88,315.56,2023.0,3.0,12
W1.Apr.2023,2023-04-01,309.23,240.0,250.77,270.38,374.17,149.4,146.4,302.8,65.0,72.0,78.89,83.33,212.5,329.0,527.5,545.6,309.63,425.22,301.67,165.65,73.0,94.58,88.33,95.0,466.67,254.55,265.48,243.08,187.69,223.19,906.93,258.27,188.88,272.73,2023.0,4.0,13
W2.Apr.2023,2023-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,4.0,14
W3.Apr.2023,2023-04-15,322.46,293.33,259.05,482.67,418.35,177.91,155.91,307.06,65.0,72.0,78.89,83.33,275.0,315.0,640.0,803.0,359.5,670.95,348.13,199.0,73.0,94.58,88.33,95.0,526.0,276.19,257.78,334.44,284.21,288.1,800.0,294.22,255.56,311.43,2023.0,4.0,15
W4.Apr.2023,2023-04-22,302.43,226.67,272.08,318.52,367.2,155.0,142.69,312.09,65.0,72.0,78.89,83.33,244.78,310.91,540.77,613.33,346.96,568.8,347.08,189.0,73.0,94.58,88.33,95.0,500.0,318.33,268.73,342.61,289.09,257.5,750.0,340.0,225.0,266.0,2023.0,4.0,16
W1.May.2023,2023-05-01,294.91,237.69,290.77,302.76,416.8,174.48,145.52,343.15,59.55,70.0,72.73,83.33,254.25,341.2,517.27,540.0,346.79,566.15,345.0,192.5,70.0,108.75,87.78,91.43,533.33,413.33,331.38,338.62,282.86,259.31,777.06,313.09,246.76,301.3,2023.0,5.0,18
W2.May.2023,2023-05-08,286.44,250.0,304.0,304.29,439.58,188.4,150.74,379.77,59.55,70.0,72.73,83.33,267.03,346.72,506.67,573.33,350.0,587.78,353.08,199.78,70.0,108.75,87.78,91.43,,500.8,367.65,391.3,287.86,269.29,741.05,355.36,258.75,387.41,2023.0,5.0,19
W3.May.2023,2023-05-15,288.15,222.22,342.76,466.14,543.64,202.0,178.33,481.43,59.55,70.0,72.73,83.33,275.79,416.5,517.86,643.57,440.0,535.93,338.67,200.6,70.0,108.75,87.78,91.43,644.0,581.11,415.9,486.0,375.17,366.67,789.0,440.0,320.19,478.52,2023.0,5.0,20
W4.May.2023,2023-05-22,296.4,239.55,334.62,536.25,595.0,194.29,177.0,468.61,59.55,70.0,72.73,83.33,285.0,470.35,524.07,665.93,451.43,547.86,359.0,199.38,70.0,108.75,87.78,91.43,480.0,503.2,421.82,504.0,443.08,404.14,972.61,430.0,317.63,380.91,2023.0,5.0,21
W1.Aug.2023,2023-08-01,316.48,210.0,261.1,459.31,413.6,157.24,219.71,323.08,59.55,70.0,72.73,83.33,251.2,304.35,739.29,539.29,309.64,760.36,413.33,233.6,70.0,108.75,87.78,91.43,714.0,467.78,369.67,322.33,346.0,541.67,412.15,281.5,211.11,362.59,2023.0,8.0,31
W2.Aug.2023,2023-08-08,315.43,198.33,261.67,407.24,387.59,163.67,220.33,300.88,59.55,70.0,75.5,83.0,246.67,293.62,660.34,508.93,291.72,779.64,403.08,232.8,70.91,108.75,87.5,99.3,535.0,439.59,308.54,292.33,322.67,533.45,408.23,298.43,211.43,307.24,2023.0,8.0,32
W3.Aug.2023,2023-08-15,313.85,220.0,264.44,390.34,396.92,168.21,212.14,330.77,59.55,70.0,75.11,83.61,254.78,300.43,703.7,485.71,283.79,903.08,408.13,220.42,70.91,112.22,90.5,97.55,600.0,467.93,325.58,280.71,328.97,519.26,432.77,273.04,213.6,303.93,2023.0,8.0,33
W4.Aug.2023,2023-08-22,300.0,220.75,255.67,390.69,406.15,180.0,197.24,302.07,62.78,70.0,76.5,83.61,240.26,304.64,691.38,464.33,280.0,1041.92,425.0,214.09,70.91,116.14,90.5,97.55,700.0,475.17,335.2,250.36,319.66,482.5,436.3,273.08,201.03,239.26,2023.0,8.0,34
W1.Sep.2023,2023-09-01,308.89,200.91,247.5,395.17,397.86,180.0,177.93,298.21,62.78,70.0,76.5,83.61,237.76,293.11,790.0,413.79,257.14,1403.57,425.0,219.17,70.91,116.14,90.5,97.55,698.0,442.0,329.07,260.0,277.0,388.0,328.46,270.96,214.11,215.38,2023.0,9.0,35
W2.Sep.2023,2023-09-08,315.28,254.29,271.48,402.31,416.0,198.0,185.19,320.42,60.63,71.82,80.45,87.81,256.85,309.13,780.0,438.93,237.41,1513.04,379.62,214.4,70.0,119.0,87.5,102.5,800.0,509.59,371.92,273.08,256.3,340.0,293.6,261.57,205.83,243.0,2023.0,9.0,36
W3.Sep.2023,2023-09-15,308.85,210.0,252.41,424.83,415.08,197.5,168.97,349.58,60.63,71.82,80.45,87.81,257.69,310.74,773.57,456.21,242.76,1626.15,342.5,208.26,70.0,119.0,87.5,102.5,760.0,505.52,361.67,285.52,256.21,315.93,251.03,278.72,220.92,238.89,2023.0,9.0,37
W4.Sep.2023,2023-09-22,332.57,236.67,258.93,467.69,478.7,195.0,162.22,338.08,61.07,68.67,75.67,80.0,267.4,320.0,757.24,457.93,195.0,1834.09,293.67,199.13,68.67,121.08,88.33,104.29,657.0,446.79,327.92,246.67,231.11,264.29,264.29,251.6,215.5,232.69,2023.0,9.0,38
W1.Oct.2023,2023-10-01,330.77,198.33,258.52,453.48,471.15,193.85,155.56,356.01,63.46,71.54,73.18,81.82,254.29,318.46,738.4,470.74,213.7,1860.0,318.93,207.2,71.54,133.44,90.0,117.5,550.0,500.38,364.35,266.3,227.04,322.31,264.81,276.19,239.52,225.19,2023.0,10.0,39
W2.Oct.2023,2023-10-08,327.41,224.0,259.31,452.33,495.42,189.29,161.0,364.27,62.5,69.43,73.93,83.56,269.48,334.26,685.86,442.4,238.57,2019.2,312.94,218.4,68.46,131.25,96.67,122.5,590.0,502.22,373.29,262.0,255.52,315.0,257.31,288.0,228.91,234.07,2023.0,10.0,40
W3.Oct.2023,2023-10-15,337.14,242.25,286.54,418.46,488.64,197.5,159.29,402.55,58.75,69.23,77.31,81.43,258.9,362.76,662.59,465.6,224.64,2119.2,318.57,233.0,69.23,122.0,85.0,110.0,633.33,534.29,402.67,257.14,244.29,301.79,328.8,286.53,249.19,295.38,2023.0,10.0,41
W4.Oct.2023,2023-10-22,350.67,226.2,341.72,471.92,537.08,190.69,158.62,431.5,61.67,70.91,77.31,86.67,264.67,377.91,653.08,568.4,227.14,2139.38,320.63,217.73,70.91,135.0,90.0,110.0,645.0,690.0,423.33,260.74,303.45,323.45,383.16,307.33,260.91,266.67,2023.0,10.0,42
W1.Nov.2023,2023-11-01,364.15,230.0,353.93,489.12,587.5,201.79,180.0,473.91,63.75,72.0,76.79,83.2,256.67,471.39,715.36,701.08,276.3,2156.92,332.08,225.4,72.14,133.67,94.29,104.0,698.37,627.0,450.43,300.36,384.4,386.07,519.5,445.71,286.67,360.87,2023.0,11.0,44
W2.Nov.2023,2023-11-08,376.32,231.11,350.0,525.36,704.0,246.54,190.36,488.62,60.0,70.77,76.36,85.25,275.83,505.55,774.23,826.25,345.19,2237.08,355.63,204.21,70.0,152.5,96.0,100.0,686.4,536.3,491.4,360.15,418.26,479.63,633.33,422.13,312.0,417.6,2023.0,11.0,45
W3.Nov.2023,2023-11-15,391.08,218.13,342.96,496.79,740.95,260.71,191.43,478.75,60.83,71.33,73.21,89.32,269.63,497.37,862.14,802.4,320.0,2058.33,377.5,218.75,70.0,138.35,100.0,115.0,704.0,716.25,465.87,416.92,439.63,410.74,817.14,487.2,319.47,474.23,2023.0,11.0,46
W4.Nov.2023,2023-11-22,404.35,203.13,375.2,528.93,821.18,272.31,199.63,489.63,60.45,71.0,77.22,83.33,281.74,515.22,1047.41,932.92,391.23,1992.0,366.47,234.54,71.0,152.22,98.57,115.0,720.0,738.08,510.4,525.0,539.29,484.44,1150.0,496.11,360.0,530.37,2023.0,11.0,47
W1.Dec.2023,2023-12-01,432.69,232.0,360.37,528.89,758.4,281.85,222.86,445.36,57.5,72.73,74.09,91.0,286.09,513.18,1300.0,880.71,409.71,1533.33,378.0,233.5,72.73,172.43,122.0,118.0,,761.48,483.93,603.6,549.19,458.52,1600.0,555.0,372.92,761.54,2023.0,12.0,48
W2.Dec.2023,2023-12-08,447.04,246.67,372.0,559.31,672.15,271.07,264.29,447.25,61.25,77.5,83.18,94.29,276.15,524.07,1496.43,804.83,440.33,1293.46,393.57,241.8,79.17,165.5,108.33,112.5,,613.79,459.44,688.0,539.33,486.0,2100.0,562.67,385.45,742.96,2023.0,12.0,49
W3.Dec.2023,2023-12-15,438.0,248.75,357.24,558.97,578.0,257.33,267.24,419.0,69.0,76.67,71.67,89.33,295.36,496.82,1530.36,710.34,424.83,950.34,373.08,215.24,76.67,165.08,96.67,108.33,800.0,633.0,436.9,651.38,518.97,524.33,,548.0,356.3,736.92,2023.0,12.0,50
W4.Dec.2023,2023-12-22,430.21,280.67,363.93,792.14,606.21,259.31,275.86,422.07,82.69,78.0,78.85,96.92,316.67,519.69,2057.5,842.07,527.14,748.57,376.0,200.83,77.33,170.83,101.0,92.86,,614.07,416.3,751.74,666.4,687.41,,575.71,357.69,629.54,2023.0,12.0,51
W1.Jan.2024,2024-01-01,421.9,270.0,358.8,758.1,572.61,245.54,271.15,407.33,79.55,80.77,79.55,85.0,302.0,533.53,1738.0,852.08,564.17,727.2,399.0,206.67,80.77,183.7,100.91,113.33,980.0,724.72,430.0,890.71,689.55,775.08,,604.0,381.82,839.17,2024.0,1.0,1
W2.Jan.2024,2024-01-08,455.84,253.33,395.71,624.14,610.4,232.76,258.97,421.2,72.27,77.86,80.36,86.67,280.0,492.37,1485.71,926.54,500.0,632.07,374.0,208.0,77.86,170.94,94.29,116.67,,674.14,419.71,844.5,670.0,956.07,800.0,612.73,373.52,661.0,2024.0,1.0,2
W3.Jan.2024,2024-01-15,479.17,296.67,571.67,868.55,663.68,237.04,266.92,532.38,90.5,76.92,79.62,92.0,294.17,584.74,1404.17,1096.73,704.8,592.38,355.0,200.4,77.14,195.39,96.0,107.0,1316.0,1225.83,581.09,959.0,945.77,2078.26,,676.53,384.58,625.19,2024.0,1.0,3
W4.Jan.2024,2024-01-22,472.59,289.67,551.48,773.85,650.0,224.83,272.59,552.38,76.25,77.14,75.91,85.71,289.6,566.82,1325.0,1112.5,654.81,457.04,358.89,226.15,77.69,182.5,95.56,100.0,1626.0,911.85,529.96,863.08,748.15,1333.85,706.67,615.0,376.15,777.04,2024.0,1.0,4
W1.Feb.2024,2024-02-01,484.92,291.54,531.67,565.71,640.0,205.52,376.54,505.93,79.44,82.5,86.0,94.29,300.0,543.33,1455.6,1387.62,637.69,443.75,377.78,196.85,82.5,165.45,116.67,112.0,1513.33,857.24,473.5,677.6,660.71,1175.86,1840.0,553.16,328.28,910.8,2024.0,2.0,5
W2.Feb.2024,2024-02-08,477.23,290.0,472.17,425.6,605.56,244.29,417.31,436.92,79.67,79.41,83.33,90.25,296.3,517.83,1300.0,1174.64,552.89,400.37,340.0,179.81,78.75,180.82,106.36,125.0,1405.0,822.86,434.63,564.81,627.43,916.54,2057.14,638.67,322.22,1000.0,2024.0,2.0,6
W3.Feb.2024,2024-02-15,465.71,251.46,422.5,348.89,557.69,223.67,400.33,425.0,79.67,76.67,84.55,97.14,275.56,488.21,1006.43,967.31,476.21,387.5,371.0,200.86,76.67,170.28,108.89,130.0,849.0,697.5,442.14,532.07,608.28,600.69,1942.86,545.56,307.59,1045.19,2024.0,2.0,7
W4.Feb.2024,2024-02-22,436.67,254.09,365.0,319.63,514.62,224.81,394.08,422.69,72.92,74.29,85.38,87.5,273.3,463.04,905.0,877.69,439.64,388.85,400.0,180.0,74.29,168.64,107.96,123.2,775.0,578.33,406.87,523.57,566.21,584.83,1364.33,461.43,278.62,782.5,2024.0,2.0,8
W1.Mar.2024,2024-03-01,417.68,278.0,318.08,315.71,489.17,210.0,391.43,387.12,67.81,74.12,84.06,96.88,272.0,380.38,647.41,749.23,399.29,366.8,402.0,205.36,73.53,170.0,103.85,116.36,817.0,575.38,388.86,465.71,557.86,496.79,1162.35,408.15,263.83,582.14,2024.0,3.0,9
W2.Mar.2024,2024-03-08,412.13,247.5,284.64,386.3,450.77,185.0,365.0,391.69,69.12,74.12,80.94,82.95,255.44,365.15,629.63,756.07,386.15,410.37,403.08,229.81,72.22,170.28,111.67,120.0,682.0,515.56,378.96,437.5,649.17,558.21,929.41,401.0,253.24,549.29,2024.0,3.0,10
W3.Mar.2024,2024-03-15,371.25,257.92,257.14,355.17,389.26,185.38,342.14,354.89,68.33,74.17,75.91,94.29,256.15,337.3,500.71,748.52,364.0,412.14,409.17,228.85,75.0,167.11,104.0,110.0,502.5,319.0,319.77,399.31,542.76,432.14,709.92,320.0,237.46,363.33,2024.0,3.0,11
W4.Mar.2024,2024-03-22,354.71,260.59,242.41,346.0,366.9,172.14,303.79,331.78,69.64,75.38,81.88,91.43,239.57,308.07,507.59,732.07,341.33,545.86,407.27,211.67,75.38,152.43,96.67,108.18,480.0,286.67,288.71,336.0,465.67,435.33,672.24,298.18,221.61,315.56,2024.0,3.0,12
W1.Apr.2024,2024-04-01,315.36,269.09,238.08,304.67,345.19,160.67,293.33,309.66,78.33,68.18,81.88,87.5,247.15,300.8,458.33,648.28,316.55,552.86,385.83,200.0,68.18,136.39,97.44,102.86,419.24,270.65,249.6,348.0,372.9,420.97,594.78,254.76,196.55,240.67,2024.0,4.0,14
W2.Apr.2024,2024-04-08,328.67,245.33,238.06,410.69,353.33,177.04,270.67,301.92,70.0,70.0,83.46,90.0,241.92,332.96,428.0,672.07,301.38,780.69,379.17,197.86,70.0,142.12,98.82,109.8,540.0,334.0,279.29,334.48,343.33,390.67,622.52,263.18,208.0,282.76,2024.0,4.0,15
W3.Apr.2024,2024-04-15,355.71,281.19,263.6,378.4,391.67,242.61,276.15,369.52,74.5,68.0,81.07,86.67,270.0,351.0,450.48,670.4,351.6,1331.05,371.11,201.88,68.0,149.14,98.57,102.86,600.0,289.17,297.14,404.17,384.62,422.31,724.9,294.59,240.0,249.09,2024.0,4.0,16
W4.Apr.2024,2024-04-22,314.23,260.0,282.96,299.33,361.54,262.31,224.0,338.4,71.25,70.63,81.92,89.17,280.25,353.85,356.43,492.14,322.22,1490.91,374.62,196.4,70.63,142.0,102.25,104.0,424.0,313.33,264.23,360.69,310.36,352.67,622.31,296.4,234.09,190.4,2024.0,4.0,17
W1.May.2024,2024-05-01,294.0,282.22,293.57,328.57,408.0,254.8,194.62,370.0,67.86,70.63,79.06,91.09,280.0,406.82,355.2,405.0,349.66,1791.67,342.5,201.74,70.63,129.25,98.46,112.0,417.5,372.96,333.46,407.59,285.52,291.72,699.58,311.6,255.36,177.78,2024.0,5.0,18
W2.May.2024,2024-05-08,288.71,255.56,300.0,321.0,432.16,256.67,200.74,362.31,68.75,73.16,80.88,93.54,279.5,408.57,372.86,387.59,367.14,1928.26,338.0,207.5,73.33,129.93,97.14,109.17,507.5,395.0,345.65,428.97,264.14,268.0,828.89,334.21,274.1,196.55,2024.0,5.0,19
W3.May.2024,2024-05-15,300.37,269.29,276.9,328.62,479.09,255.67,197.24,422.0,65.5,74.62,77.92,86.67,262.0,423.08,472.76,408.97,395.93,1859.62,335.31,197.08,75.38,135.4,90.0,102.0,681.33,574.62,377.37,465.52,268.15,269.26,1114.29,382.86,295.56,288.8,2024.0,5.0,20
W4.May.2024,2024-05-22,319.29,256.67,325.71,427.93,628.18,252.41,216.43,463.08,72.5,72.0,79.0,88.0,310.42,480.0,533.46,479.0,512.59,1836.54,445.56,208.75,71.33,135.53,90.0,96.0,1240.0,951.3,469.26,538.0,288.57,309.66,1158.89,440.0,367.06,284.62,2024.0,5.0,21
W1.Aug.2024,2024-08-01,396.3,270.0,283.79,410.69,397.5,193.33,295.38,384.07,64.44,77.33,82.5,85.56,292.59,393.85,788.46,1107.41,508.0,906.09,498.18,246.4,77.33,140.0,106.67,123.33,873.24,546.15,387.5,433.33,489.66,444.62,335.38,384.35,275.38,388.33,2024.0,8.0,31
W2.Aug.2024,2024-08-08,385.17,275.25,279.31,412.33,401.38,184.67,275.71,388.15,65.59,72.11,77.37,74.55,289.17,394.29,659.23,980.0,459.31,794.29,492.5,229.26,73.5,142.69,97.94,108.33,820.0,515.71,388.67,369.33,443.33,419.33,331.04,364.91,240.34,333.57,2024.0,8.0,32
W3.Aug.2024,2024-08-15,364.64,278.0,268.07,374.14,348.28,181.67,262.33,357.31,65.0,68.57,80.36,81.82,276.0,353.21,521.48,789.6,408.0,722.07,484.55,225.77,68.57,146.43,99.67,115.33,628.33,462.67,328.57,293.0,367.67,365.52,301.33,305.0,230.38,296.67,2024.0,8.0,33
W4.Aug.2024,2024-08-22,345.52,246.92,281.33,350.0,377.39,194.33,233.79,370.4,67.06,72.67,82.67,85.45,265.0,356.52,446.55,732.76,403.0,623.93,473.44,219.09,72.35,135.88,96.67,118.75,536.67,483.21,326.43,284.0,363.1,373.21,325.71,300.0,232.59,311.03,2024.0,8.0,34
W1.Sep.2024,2024-09-01,333.33,297.14,264.67,403.33,380.71,190.0,207.67,374.62,62.0,74.0,85.0,93.61,294.17,360.38,478.28,691.43,384.67,624.29,446.88,225.19,74.67,132.86,105.22,120.89,,382.86,314.78,277.67,364.48,349.66,350.0,299.72,227.14,274.81,2024.0,9.0,35
W2.Sep.2024,2024-09-08,331.03,254.55,262.07,431.03,396.3,191.0,197.93,377.78,62.5,71.88,81.25,91.14,278.77,381.36,485.19,680.0,368.57,583.7,433.44,213.85,71.88,131.33,106.09,120.89,544.0,348.28,303.45,254.48,352.14,328.0,368.48,298.5,225.0,286.3,2024.0,9.0,36
W3.Sep.2024,2024-09-15,332.86,259.42,272.41,450.34,440.8,205.17,206.9,380.8,65.0,72.5,77.73,84.57,272.83,435.0,497.31,713.33,376.43,603.85,418.21,206.43,72.5,119.64,98.82,105.71,600.0,360.0,338.46,268.4,360.0,313.93,448.83,306.35,236.52,303.04,2024.0,9.0,37
W4.Sep.2024,2024-09-22,316.0,253.85,279.29,435.17,422.31,204.48,194.48,390.0,63.41,72.94,77.81,89.2,299.0,393.09,536.79,772.14,408.0,675.6,428.0,206.25,72.94,130.5,98.56,114.62,464.5,389.03,324.44,321.67,420.69,343.23,805.33,335.65,251.67,314.67,2024.0,9.0,38
